Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1965","1965","ha","541880","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1965","1965","kg/ha","995.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1965","1965","t","539500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1966","1966","ha","553616","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1966","1966","kg/ha","1060.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1966","1966","t","587250","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1967","1967","ha","607844","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1967","1967","kg/ha","1302.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1967","1967","t","791500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1968","1968","ha","616343","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1968","1968","kg/ha","1015.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1968","1968","t","625900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1969","1969","ha","647500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1969","1969","kg/ha","1030.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1969","1969","t","667500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1970","1970","ha","640000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1970","1970","kg/ha","1120.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1970","1970","t","717300","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1971","1971","ha","633000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1971","1971","kg/ha","1113.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1971","1971","t","705100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1972","1972","ha","644979","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1972","1972","kg/ha","1094.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1972","1972","t","705952","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1973","1973","ha","632652","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1973","1973","kg/ha","1213.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1973","1973","t","767727","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1974","1974","ha","613672","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1974","1974","kg/ha","1217.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1974","1974","t","746898","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1975","1975","ha","619970","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1975","1975","kg/ha","1294.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1975","1975","t","802476","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1976","1976","ha","623992","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1976","1976","kg/ha","1224.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1976","1976","t","763866","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1977","1977","ha","656100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1977","1977","kg/ha","1251.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1977","1977","t","820900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1978","1978","ha","650200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1978","1978","kg/ha","1228.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1978","1978","t","798600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1979","1979","ha","701100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1979","1979","kg/ha","1248.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1979","1979","t","875200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1980","1980","ha","769000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1980","1980","kg/ha","1261.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1980","1980","t","970400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1981","1981","ha","739100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1981","1981","kg/ha","1258.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1981","1981","t","930400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1982","1982","ha","789800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1982","1982","kg/ha","1273","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1982","1982","t","1005400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1983","1983","ha","798000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1983","1983","kg/ha","1270.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1983","1983","t","1013500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1984","1984","ha","808800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1984","1984","kg/ha","1270.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1984","1984","t","1027600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1985","1985","ha","803900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1985","1985","kg/ha","1255.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1985","1985","t","1009400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1986","1986","ha","816200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1986","1986","kg/ha","1361.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1986","1986","t","1111200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1987","1987","ha","853900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1987","1987","kg/ha","1319.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1987","1987","t","1126900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1988","1988","ha","865800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1988","1988","kg/ha","1390.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1988","1988","t","1204100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1989","1989","ha","862900","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1989","1989","kg/ha","1366.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1989","1989","t","1179300","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1990","1990","ha","845200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1990","1990","kg/ha","1401.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1990","1990","t","1184500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1991","1991","ha","845200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1991","1991","kg/ha","1423.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1991","1991","t","1203100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1992","1992","ha","847500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1992","1992","kg/ha","1396.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1992","1992","t","1183600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1993","1993","ha","867500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1993","1993","kg/ha","1398.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1993","1993","t","1213000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1994","1994","ha","878500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1994","1994","kg/ha","1500.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1994","1994","t","1318100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1995","1995","ha","889500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1995","1995","kg/ha","1690.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1995","1995","t","1504000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1996","1996","ha","938700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1996","1996","kg/ha","1588.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1996","1996","t","1491000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1997","1997","ha","927700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1997","1997","kg/ha","1635.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1997","1997","t","1517000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1998","1998","ha","932600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1998","1998","kg/ha","1785.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1998","1998","t","1665000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","1999","1999","ha","962200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","1999","1999","kg/ha","1716.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","1999","1999","t","1652000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2000","2000","ha","961700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2000","2000","kg/ha","1708.6","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2000","2000","t","1643200","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2001","2001","ha","944000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2001","2001","kg/ha","1763.1","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2001","2001","t","1664400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2002","2002","ha","941600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2002","2002","kg/ha","1844.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2002","2002","t","1737100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2003","2003","ha","947100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2003","2003","kg/ha","2003.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2003","2003","t","1897400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2004","2004","ha","981800","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2004","2004","kg/ha","2848.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2004","2004","t","2797000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2005","2005","ha","1042000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2005","2005","kg/ha","2984.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2005","2005","t","3109600","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2006","2006","ha","1017000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2006","2006","kg/ha","3036.8","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2006","2006","t","3088400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2007","2007","ha","1052000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2007","2007","kg/ha","3426.5","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2007","2007","t","3604700","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2008","2008","ha","1052000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2008","2008","kg/ha","3415.4","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2008","2008","t","3593000","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2009","2009","ha","935100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","3487.9","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2009","2009","t","3261500","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2010","2010","ha","974180","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","3805.2","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2010","2010","t","3706910","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2011","2011","ha","1087400","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","3989.7","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2011","2011","t","4338380","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2012","2012","ha","1059540","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","3983","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2012","2012","t","4220100","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5312","Area harvested","0112","Maize (corn)","2013","2013","ha","1168480","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","4231.3","A","Official value",""
"QCL","Crops and livestock products","586","Pakistan","5510","Production","0112","Maize (corn)","2013","2013","t","4944210","A","Official value",""
